Country,Year,Data.Health.Birth Rate,Data.Health.Death Rate,Data.Health.Fertility Rate,"Data.Health.Life Expectancy at Birth, Female","Data.Health.Life Expectancy at Birth, Male","Data.Health.Life Expectancy at Birth, Total",Data.Health.Population Growth,Data.Health.Total Population,Data.Infrastructure.Mobile Cellular Subscriptions,Data.Infrastructure.Mobile Cellular Subscriptions per 100 People
United Kingdom,2010,12.7,9.0,1.89,82.1,78.1,80.05121951,0.75639086,62276270,76481053.0,123.9547246
"Gambia, The",2010,43.492,10.284,5.798,59.197,56.629,57.88168293,3.140809504,1628332,1312874.0,80.62692375
High income: nonOECD,2010,13.25299229,10.53023085,1.736853495,76.0427792,67.19207856,72.06067889,0.843048919,243583554,367736712.0,150.3420767
Greece,2010,10.5,9.6,1.52,82.8,77.7,80.18780488,0.005774683,11187085,13295093.0,119.7955893
Paraguay,2010,24.503,5.585,3.012,74.121,69.839,71.92778049,1.770284898,6347383,5618639.0,88.51898491
Botswana,2010,24.532,17.354,2.811,45.911,46.671,46.30026829,0.926338148,1951715,1874101.0,96.02329234
Heavily indebted poor countries (HIPC),2010,39.24987511,11.23956303,5.363883731,57.94191705,55.58062155,56.73123108,2.742283594,605342064,189207562.0,30.86748582
Canada,2011,11.1,7.1,1.6269,83.162,78.733,80.8934878,1.113959721,34005274,25825400.0,75.676078
Sao Tome and Principe,2011,36.234,7.116,4.287,67.841,63.961,65.85368293,2.838571317,178228,102730.0,57.63965258
Lao PDR,2011,28.226,6.407,3.29,68.245,65.616,66.89843902,2.017570299,6395713,4003395.0,62.59497573
Arab World,2011,26.31345244,6.018693456,3.297408703,71.49391105,67.77083844,69.57168995,2.230786259,347737036,312247800.0,87.62881811
Latin America & Caribbean (all income levels),2011,18.56709027,5.881749234,2.227980835,77.37473001,71.09415355,74.15776055,1.136996771,595022397,573251429.0,96.36835584
Cambodia,2011,26.225,6.122,2.966,73.379,68.038,70.64336585,1.54834755,14364931,8150764.0,56.74071111
Ethiopia,2011,34.689,8.461,4.902,62.898,60.106,61.46795122,2.625877046,87095281,6854000.0,7.869542323
Aruba,2011,10.804,7.906,1.701,77.429,72.593,74.95202439,0.176341695,101597,131800.0,129.72824
Sri Lanka,2011,18.477,6.986,2.343,76.915,70.746,73.75526829,0.987770482,20653000,17359312.0,83.62395495
Swaziland,2011,30.816,14.447,3.559,47.915,48.756,48.3457561,1.645278461,1193148,725802.0,60.83084412
South Asia,2011,22.11523677,7.659732221,2.669615562,67.70569609,64.60642801,66.11971662,1.348274715,1606838890,959743272.0,59.72472422
Argentina,2011,17.188,7.728,2.215,79.462,72.046,75.66356098,0.872125702,40374224,57082298.0,141.383022
Bolivia,2011,26.482,7.289,3.357,68.537,64.208,66.31970732,1.619836344,10156601,7179293.0,70.68598048
"Bahamas, The",2011,15.531,5.9,1.901,77.705,71.628,74.59239024,1.680063014,360498,428377.0,118.8292307
Burkina Faso,2011,42.524,11.993,5.869,55.584,54.457,55.0067561,2.907424319,15540284,5707850.0,36.72938024
Bahrain,2011,16.265,2.309,2.142,77.048,75.519,76.26485366,4.91074705,1251513,1567000.0,125.2084477
Saudi Arabia,2011,20.774,3.292,2.829,76.94,73.3,75.07560976,1.70946364,27258387,51564375.0,189.1688419
Middle East & North Africa (all income levels),2011,23.41694684,5.402469071,2.78089313,73.7917996,69.8763913,71.7710833,2.005209834,380656782,354183384.0,92.92326543
Guatemala,2011,32.193,5.441,3.974,74.609,67.555,70.99597561,2.489228283,14341576,18067970.0,125.9831555
Guinea,2011,38.172,12.036,5.174,56.075,54.558,55.298,2.634474394,10876033,4000000.0,36.7781157
World,2011,19.5830024,8.053118077,2.489344827,72.46825613,68.25157619,70.31534978,1.172448455,6883512372,5297679999.0,76.65912269
St. Lucia,2011,16.338,6.794,1.982,77.14,71.812,74.41102439,1.246198029,177397,198212.0,111.7335693
"Congo, Rep.",2011,38.662,11.102,5.072,58.589,55.885,57.20402439,2.876009218,4111715,3718748.0,90.44274713
Spain,2011,10.4,8.2,1.37,84.7,78.7,81.62682927,0.460408305,46576897,51389417.0,111.275767
Liberia,2011,37.141,9.447,5.024,60.366,58.547,59.43431707,3.510900571,3957990,1571308.0,39.69964553
Maldives,2011,22.236,3.476,2.339,77.865,75.759,76.78631707,1.870035931,325694,494351.0,151.783883
East Asia & Pacific (all income levels),2011,13.69817701,7.004610177,1.817921069,76.34339112,72.49291735,74.40351019,0.664942011,2203685985,1642039388.0,73.73840615
Oman,2011,21.787,2.842,2.901,78.238,73.958,76.04580488,5.107008134,2802768,4606133.0,164.3422859
Tanzania,2011,40.643,9.597,5.428,60.307,58.11,59.18170732,3.010116932,44973330,20983853.0,46.65843734
Cabo Verde,2011,20.93,5.174,2.427,77.869,70.036,73.85697561,0.387747515,487601,371871.0,76.26543014
Gabon,2011,32.686,9.648,4.214,63.35,61.28,62.2897561,2.410682988,1556222,1610000.0,103.4556766
European Union,2011,10.72607767,9.694229881,1.601907097,82.73926019,76.92882677,79.75677656,0.243054377,504631894,597051965.0,118.0482008
Jamaica,2011,15.05,7.99,2.334,75.509,70.312,72.84712195,0.351364139,2690824,3181995.0,116.0682988
0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
United Arab Emirates,2011,15.969,1.095,1.868,77.623,75.623,76.59860976,8.956780682,8441537,10926019.0,129.4316308
Guam,2011,17.781,4.765,2.472,80.942,75.395,78.10085366,0.514996689,159440,32666.66667,20.64975073
India,2011,21.281,7.969,2.563,67.469,64.004,65.6942439,1.292848795,1205624648,752190000.0,62.39006487
Madagascar,2011,35.46,7.398,4.654,64.852,61.919,63.34973171,2.80876582,21079532,7711721.0,36.5839289
Lesotho,2011,27.904,16.031,3.207,47.739,47.24,47.48341463,0.952694441,2008921,987448.0,49.15315236
OECD members,2011,12.46866021,7.999431258,1.778369294,82.28977208,76.7662328,79.45847803,0.62810083,1240281119,1258785598.0,101.3448704
Pacific island small states,2011,26.01728324,6.142052855,3.389278726,71.67024417,66.97394638,69.26609634,1.301534838,2197519,1091880.0,55.73483637
Turkey,2011,17.746,5.751,2.101,77.773,70.819,74.21119512,1.250503938,72137546,61769635.0,85.62758012
0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
"Venezuela, RB",2011,20.691,5.18,2.472,77.217,71.269,74.17046341,1.59736996,29043283,27880132.0,95.99511185
Bangladesh,2011,20.934,5.903,2.277,70.229,68.778,69.48580488,1.079332362,151125475,67923887.0,44.94535882
Solomon Islands,2011,32.698,6.092,4.236,68.446,65.753,67.06665854,2.205366643,526447,115500.0,21.93953048
Lebanon,2011,12.822,4.414,1.513,81.488,77.124,79.25278049,2.193097318,4341092,2863664.0,65.96644347
Mongolia,2011,22.931,6.807,2.437,70.985,62.999,66.89460976,1.504774668,2712738,2510470.0,92.54376943
France,2011,12.9,8.5,2.03,85.3,78.2,81.66341463,0.493688998,65023142,57785000.0,91.38732973
Syrian Arab Republic,2011,24.964,3.635,3.078,77.529,72.333,74.86763415,2.354674751,21532647,11696000.0,54.31752074
Rwanda,2011,36.914,7.869,4.841,63.739,60.758,62.21214634,2.874467786,10836732,3548761.0,32.74752019
Somalia,2011,45.095,13.037,6.869,55.655,52.47,54.02365854,2.685323445,9636173,648200.0,6.726736849
Peru,2011,20.547,5.341,2.511,76.673,71.269,73.90509756,1.129026372,29262830,29115149.0,99.49532906
Vanuatu,2011,27.447,4.882,3.499,72.859,68.915,70.83890244,2.340344693,236299,169935.0,71.91524298
Cote d'Ivoire,2011,36.533,14.875,4.91,50.482,48.907,49.67529268,1.997228019,18976588,15599044.0,82.20152116
Benin,2011,37.865,9.841,5.095,60.146,57.414,58.74668293,2.869601321,9509798,7074914.0,74.39604921
Other small states,2011,29.26824116,10.95302936,3.640776783,60.069991,57.47170079,58.73162074,1.681730094,19152790,14837401.0,77.6136313
0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
Cameroon,2011,38.624,12.586,5.017,54.752,52.688,53.69482927,2.55560127,20624343,8636652.0,41.8760103
Low & middle income,2011,21.39527323,7.859787033,2.651014325,70.29177769,66.61346053,68.39296577,1.303565663,5597331388,3815426539.0,67.86079316
Togo,2011,37.492,11.275,4.792,56.272,54.704,55.46887805,2.595340664,6306014,2602283.0,41.26668606
China,2011,11.9,7.11,1.65,76.207,73.626,74.88502439,0.482959689,1337705000,859003000.0,63.17027802
Dominican Republic,2011,21.907,5.985,2.584,76.02,69.718,72.79214634,1.33192851,10016797,8892783.0,88.7787084
0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
Ghana,2011,32.213,9.297,4.052,61.521,59.722,60.59956098,2.3830749,24262901,17436949.0,71.86671124
Tonga,2011,27.176,6.132,3.914,75.159,69.348,72.18263415,0.521057739,104098,54300.0,52.16238544
Indonesia,2011,20.051,6.323,2.434,72.232,68.202,70.16785366,1.3341207,240676485,211290235.0,87.79014493
Latin America & Caribbean (developing only),2011,18.7826107,5.851179103,2.244860673,77.19348396,70.91530345,73.97765734,1.160736601,568158111,542671001.0,95.50556551
Colombia,2011,19.779,5.529,2.376,77.14,69.775,73.36768293,1.392446101,46444798,44477653.0,95.76455258
Libya,2011,21.912,4.174,2.525,76.767,72.912,74.7924878,1.270944227,6040612,10900000.0,180.4452926
Finland,2011,11.4,9.5,1.87,83.2,76.7,79.87073171,0.457494535,5363352,8390000.0,156.3055115
Central African Republic,2011,35.056,16.18,4.626,49.916,46.368,48.09873171,1.942316597,4349921,979232.0,22.51148929
North America,2011,12.81167382,7.9108271,1.900414337,81.21250217,76.45285562,78.77451716,0.860866951,343396693,311031600.0,89.77979447
Vietnam,2011,16.428,5.61,1.82,80.174,70.681,75.31173171,1.049400377,86932500,111570201.0,125.2930515
Kenya,2011,36.681,9.164,4.616,61.161,58.01,59.54707317,2.686665341,40909194,24968891.0,61.03491308
"Korea, Dem. Rep.",2011,14.408,9.089,2.003,72.45,65.515,68.89792683,0.526494859,24500520,431919.0,1.762897277
0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
Mauritius,2011,11.7,7.1,1.47,76.65,69.46,72.96731707,0.461041617,1280924,1190900.0,96.7692919
0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
Angola,2011,46.327,14.887,6.218,52.138,49.241,50.65417073,3.235949546,19549124,9403365.0,48.10120904
0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
"Egypt, Arab Rep.",2011,24.078,6.645,2.883,72.852,68.164,70.45082927,1.6799567,78075705,70661005.0,90.50319174
South Africa,2011,21.536,13.901,2.467,56.144,52.721,54.3907561,1.330539186,50895698,50372000.0,97.90028646
St. Vincent and the Grenadines,2011,17.101,7.192,2.07,74.33,70.142,72.18492683,0.061308995,109316,131791.0,120.5596619
Fiji,2011,21.555,6.633,2.67,72.414,66.495,69.38231707,0.943360267,860559,697920.0,81.10077287
Caribbean small states,2011,16.57728926,7.776809226,2.224484339,74.38046221,68.61962737,71.43038984,0.64670611,6881636,7935923.0,114.477539
Brunei Darussalam,2011,16.788,2.97,2.051,79.956,76.115,77.98865854,1.552041358,400569,435104.0,108.6214859
Middle income,2011,19.4704352,7.566802187,2.413545406,71.69688786,67.77011165,69.66763043,1.158937964,4803058363,3556679794.0,73.66800931
Austria,2011,9.4,9.2,1.44,83.2,77.7,80.38292683,0.292401674,8389771,12241000.0,145.6928199
High income: OECD,2011,11.33423491,8.505210542,1.690565168,83.0038199,77.50858289,80.18653769,0.522209411,1040257146,1093620647.0,104.9497029
Mozambique,2011,40.666,15.023,5.409,50.184,48.14,49.13707317,2.561990555,23967265,7224176.0,30.14184555
Uganda,2011,44.639,10.239,6.155,58.198,56.438,57.29653659,3.359655142,33987213,12828264.0,37.74438345
0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
Niger,2011,50.052,11.825,7.584,57.127,56.851,56.98563415,3.788020894,15893746,3668625.0,23.0821922
United States,2011,13.0,8.0,1.931,81.0,76.2,78.54146341,0.829342531,309326295,285118000.0,91.31165202
Afghanistan,2011,37.952,8.684,5.659,60.877,58.384,59.60009756,2.458417085,28397812,13000000.0,45.77817474
Kuwait,2011,21.314,2.983,2.673,75.131,73.239,74.16192683,4.844689281,2991580,3979145.0,133.0114856
Panama,2011,20.403,4.887,2.549,79.964,74.077,76.94870732,1.707807397,3678128,6646348.0,180.6992035
Mali,2011,47.747,14.036,6.841,53.593,53.94,53.77073171,3.098167701,13985961,7440383.0,53.19893999
Costa Rica,2011,15.704,4.17,1.847,81.665,77.008,79.27970732,1.472579678,4669685,3128372.0,66.9932126
Euro area,2011,10.31988654,9.318624201,1.573819899,83.79980218,78.07822685,80.86593582,0.251506263,333124071,386631634.0,115.9851471
Ireland,2011,16.5,6.1,2.05,83.1,78.5,80.74390244,0.544884384,4560155,4701474.0,105.2358099
Pakistan,2011,26.644,7.074,3.43,66.994,65.3,66.12634146,1.780304322,173149306,99185844.0,57.28341989
Nigeria,2011,41.933,14.061,6.022,51.587,51.006,51.28941463,2.746547633,159707780,87297789.0,54.66094952
Lower middle income,2011,23.95325983,8.090668216,2.955854383,67.74115889,63.87965128,65.7500497,1.544112277,2449001778,1727036725.0,70.52638527
Ecuador,2011,21.794,4.955,2.655,78.642,72.796,75.64770732,1.644315182,15001072,14780730.0,98.53115831
Australia,2011,13.7,6.5,1.927,84.0,79.5,81.69512195,1.555716534,22031800,22500000.0,100.4263074
Algeria,2011,24.514,5.802,2.817,72.229,69.081,70.61660976,1.850437766,37062820,32780165.0,88.44487548
Chile,2011,14.329,5.451,1.858,82.055,76.189,79.05046341,0.931579125,17150760,19852242.0,115.7513836
0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
Belize,2011,24.443,4.591,2.801,76.295,70.39,73.2704878,2.486631811,308595,194201.0,62.93070205
Fragile and conflict affected situations,2011,34.26533022,10.33690079,4.510832696,60.99396126,57.7032573,59.30824021,2.30907105,416682897,164128457.0,39.37462198
Sierra Leone,2011,38.283,17.883,4.943,44.988,44.697,44.83895122,1.944982993,5751976,2000000.0,34.77065968
East Asia & Pacific (developing only),2011,14.23281236,6.918110096,1.856320516,75.30089442,71.80698755,73.49592959,0.708716476,1963520100,1389763100.0,69.92622849
Denmark,2011,11.4,9.8,1.87,81.2,77.1,79.1,0.444197155,5547683,6420790.0,115.669923
Philippines,2011,25.025,5.995,3.151,71.726,64.901,68.23026829,1.681274082,93444322,83150138.0,88.98361743
Portugal,2011,9.6,10.0,1.39,82.1,76.1,79.02682927,0.045910037,10573100,12210377.0,115.3032751
Morocco,2011,21.833,6.325,2.583,71.953,68.475,70.17158537,1.162766615,31642360,31982279.0,101.074253
Namibia,2011,27.077,7.834,3.229,65.387,59.712,62.48029268,1.641183728,2178967,1950072.0,89.49525165
French Polynesia,2011,16.966,5.097,2.11,78.029,73.469,75.69339024,0.994615277,268065,215890.0,80.53643706
Guinea-Bissau,2011,38.585,13.046,5.115,55.115,52.076,53.55843902,2.276985694,1586624,677365.0,42.69221945
Kiribati,2011,23.413,6.097,3.048,70.768,65.137,67.88382927,1.516406657,97743,10595.0,10.83965092
Switzerland,2011,10.3,8.0,1.52,84.5,80.1,82.24634146,1.041558058,7824909,9644157.0,123.1609109
Grenada,2011,19.457,7.578,2.24,74.841,69.952,72.33687805,0.364640812,104677,121946.0,116.4974159
Chad,2011,47.481,15.431,6.596,50.595,48.984,49.76985366,3.026858444,11720781,2875304.0,24.53167583
Uruguay,2011,14.78,9.323,2.08,80.198,73.205,76.61621951,0.343146249,3371982,4437158.0,131.589018
Equatorial Guinea,2011,36.645,14.215,5.14,52.979,50.156,51.53307317,2.813841402,696167,399290.0,57.35549085
"Korea, Rep.",2011,9.4,5.1,1.226,84.07,77.2,80.55121951,0.46317647,49410366,50767241.0,104.7742463
Djibouti,2011,28.385,9.245,3.604,61.858,58.799,60.29119512,1.47004189,834036,165613.0,19.85681673
Antigua and Barbuda,2011,16.966,6.266,2.13,77.795,72.99,75.33390244,1.07531016,87233,167970.0,192.5532769
Low income,2011,33.03478492,9.63144833,4.206536578,61.95919546,59.48365802,60.68526134,2.187034143,794273025,258746745.0,32.57654948
High income,2011,11.69417806,8.8946483,1.702146232,81.8200273,75.74946469,78.68482534,0.605769891,1286180984,1482253460.0,115.0353744
Burundi,2011,45.193,13.601,6.304,54.366,50.965,52.62402439,3.371194115,9232753,1678029.0,18.1747416
Least developed countries: UN classification,2011,34.03311211,9.714648154,4.37814074,61.49450612,59.14179308,60.28471129,2.302400949,838607768,283176889.0,33.67005546
Cyprus,2011,11.665,6.858,1.478,81.438,77.283,79.30982927,1.196967402,1103685,1034071.0,93.69258439
Barbados,2011,12.859,9.289,1.839,77.247,72.473,74.80178049,0.496960276,280396,350061.0,124.8452189
Qatar,2011,11.676,1.462,2.085,79.047,77.288,78.14604878,11.21527041,1749713,2186447.0,124.9603221
Italy,2011,9.3,9.6,1.41,85.0,79.8,82.33658537,0.307591222,59277417,93666088.0,154.7970088
Sudan,2011,34.85,8.624,4.637,63.272,59.77,61.47829268,2.26609785,35652002,18093231.0,41.544029
Sub-Saharan Africa (developing only),2011,38.6900186,11.97682826,5.232586369,56.44973766,54.33537693,55.36250524,2.704540811,864024485,387554128.0,44.76034925
Singapore,2011,9.3,4.4,1.15,84.0,79.2,81.54146341,1.770661207,5076700,7384600.0,145.3956502
Malta,2011,9.4,7.3,1.36,83.6,79.3,81.39756098,0.491182811,414508,455579.0,107.2611822
Netherlands,2011,11.1,8.2,1.79,82.7,78.8,80.70243902,0.512923101,16615394,19179000.0,115.4301505
Suriname,2011,18.447,7.232,2.345,73.682,67.149,70.33582927,0.916062066,524960,521166.0,99.27727827
"Iran, Islamic Rep.",2011,19.11,5.273,1.904,75.098,71.256,73.13014634,1.242350137,74462314,54051764.0,72.58942289
Israel,2011,21.8,5.2,3.03,83.6,79.7,81.60243902,1.82675241,7623600,9111000.0,122.7836679
Malaysia,2011,17.609,4.623,2.002,76.886,72.219,74.49558537,1.73196504,28275835,33858700.0,119.7442976
0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
Zambia,2011,43.217,11.874,5.813,55.764,53.35,54.52756098,3.010393667,13216985,5446991.0,41.21205404
Sub-Saharan Africa (all income levels),2011,38.6883722,11.97863016,5.232510523,56.44701685,54.3319236,55.35942225,2.704660805,864720652,387953418.0,44.77050733
Senegal,2011,38.561,7.916,5.05,64.296,61.457,62.84187805,2.848854845,12950564,8343717.0,64.42744115
Papua New Guinea,2011,30.233,7.771,3.954,64.158,59.96,62.00780488,2.272562677,6858945,1909078.0,27.83340587
Malawi,2011,40.865,12.354,5.636,53.52,53.414,53.46570732,2.976902311,15013694,3117364.0,20.763471
Zimbabwe,2011,32.17,11.627,3.721,53.819,53.378,53.59312195,1.448540719,13076978,7700000.0,58.88210564
Jordan,2011,28.869,3.724,3.458,75.079,71.871,73.43587805,2.190539893,6046000,6620000.0,102.5632445
Poland,2011,10.8,9.9,1.38,80.6,72.1,76.24634146,0.084050257,38183683,46952111.0,122.9152946
Mauritania,2011,35.207,8.971,4.837,62.567,59.553,61.0232439,2.620121515,3609420,2776050.0,76.9112489
Small states,2011,25.93885865,9.818898199,3.265164007,64.39682748,60.87714736,62.58872366,1.39793444,28231945,23865204.0,85.2074218
New Caledonia,2011,16.7,4.8,2.193,78.827,72.968,75.82604878,1.783815813,250000,220811.0,89.62249218
Trinidad and Tobago,2011,15.132,9.201,1.802,73.257,66.112,69.59736585,0.42080894,1328095,1894240.0,142.6283511
0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
Honduras,2011,26.831,4.905,3.154,75.357,70.463,72.85031707,2.006024707,7621204,9505071.0,124.7187583
Myanmar,2011,17.896,8.473,2.003,66.683,62.583,64.583,0.75526502,51931231,594000.0,1.143820373
Mexico,2011,19.544,4.488,2.281,79.156,74.342,76.69029268,1.249350271,117886404,91383493.0,77.51826326
Tunisia,2011,18.6,5.7,2.13,76.6,72.7,74.60243902,1.043428068,10549100,11114206.0,104.5370929
Nicaragua,2011,23.929,4.638,2.631,76.94,70.8,73.79512195,1.364073562,5822209,3962247.0,68.05401524
"Congo, Dem. Rep.",2011,44.017,16.231,6.251,50.744,47.315,48.98768293,2.779638721,62191161,11820348.0,19.00647586
Comoros,2011,37.061,9.186,4.919,61.593,58.88,60.20341463,2.517814139,683081,165278.0,24.19595919
United Kingdom,2011,12.9,9.0,1.92,82.4,78.5,80.40243902,0.783888647,62766365,76729827.0,123.6254863
"Gambia, The",2011,43.345,10.119,5.796,59.456,56.874,58.1335122,3.161849526,1680640,1478347.0,87.9633354
High income: nonOECD,2011,13.2188785,10.54395334,1.752035242,76.23863784,67.55422147,72.31760526,0.960772582,245923838,388632813.0,157.6750402
0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
Paraguay,2011,24.294,5.612,2.968,74.246,69.913,72.02665854,1.754352603,6459721,5920858.0,91.65810722
Botswana,2011,24.299,17.361,2.761,45.924,46.932,46.44029268,0.899049579,1969341,2363411.0,120.0102471
Heavily indebted poor countries (HIPC),2011,38.80729273,10.93677364,5.278962578,58.53372602,56.08029982,57.27588079,2.728734212,621860240,235202000.0,37.34786794
Canada,2012,11.0,7.2,1.61,83.302,78.941,81.06831707,0.987617711,34342780,27387200.0,79.41215888
Sao Tome and Principe,2012,35.524,7.014,4.217,68.008,64.094,66.00326829,2.738926899,183177,115038.0,62.8015526
Lao PDR,2012,27.781,6.248,3.2,68.722,66.053,67.35495122,1.944796721,6521314,5480851.0,84.04519396
Arab World,2012,26.10739042,5.982216527,3.266215185,71.69718318,67.94938771,69.76146489,2.128048276,355137048,351663776.0,98.79066839
Latin America & Caribbean (all income levels),2012,18.29768598,5.8800695,2.204508111,77.6080088,71.34538675,74.40010917,1.132498883,601761019,631196030.0,104.9329815
Cambodia,2012,26.109,6.066,2.929,73.798,68.435,71.05109756,1.66330659,14605862,13757000.0,94.18821019
Ethiopia,2012,34.095,8.128,4.769,63.792,60.787,62.25285366,2.60403808,89393063,14126659.0,15.80285822
Aruba,2012,10.584,8.055,1.69,77.563,72.716,75.08039024,0.329191715,101932,133400.0,130.79239
Sri Lanka,2012,18.332,7.017,2.347,77.058,70.891,73.89929268,1.040421697,20869000,18319447.0,87.54590803
Swaziland,2012,30.531,14.317,3.483,48.162,49.137,48.66139024,1.580787474,1212159,766540.0,63.23757857
South Asia,2012,21.78856879,7.624497931,2.629492309,67.98784306,64.86306101,66.388859,1.34042393,1628377343,1137372523.0,69.84456295
Argentina,2012,17.057,7.724,2.201,79.614,72.243,75.83860976,0.87423751,40728738,60722729.0,149.0906224
Bolivia,2012,26.201,7.218,3.308,68.856,64.504,66.62692683,1.639054544,10324445,8353273.0,80.90771949
"Bahamas, The",2012,15.479,5.958,1.898,77.867,71.791,74.75490244,1.605088743,366331,298790.0,81.5628489
Burkina Faso,2012,41.971,11.671,5.781,56.029,54.88,55.4404878,2.886012163,15995313,7682100.0,48.02719397
Bahrain,2012,15.922,2.301,2.115,77.198,75.644,76.40204878,3.242934249,1292764,1693650.0,131.009991
Saudi Arabia,2012,20.321,3.268,2.763,77.157,73.508,75.288,1.829712797,27761728,53705808.0,193.4526842
Middle East & North Africa (all income levels),2012,23.28376986,5.382324516,2.763839913,74.01546672,70.07295922,71.98005392,1.929510874,388001596,387041140.0,99.5937829
Guatemala,2012,31.784,5.351,3.908,74.944,67.884,71.32790244,2.513214518,14706578,19479105.0,132.4516485
Guinea,2012,37.763,11.829,5.088,56.38,54.838,55.59019512,2.591148336,11161530,4860590.0,43.54770359
World,2012,19.43326712,8.000179925,2.476430222,72.71589118,68.49732596,70.56131033,1.17855029,6964638027,5889304638.0,84.22537548
St. Lucia,2012,16.028,6.932,1.96,77.285,71.951,74.55295122,1.050846863,179271,216530.0,120.7836181
"Congo, Rep.",2012,38.373,10.788,5.046,59.194,56.424,57.77521951,2.72640112,4225359,3884757.0,91.93909914
Spain,2012,10.1,8.3,1.34,85.6,79.5,82.47560976,0.355338396,46742697,52590507.0,113.0635394
Liberia,2012,36.568,9.202,4.945,60.81,58.955,59.85987805,3.02864003,4079697,2029926.0,49.75678341
Maldives,2012,22.292,3.437,2.314,78.269,76.168,77.19287805,1.906823905,331964,530449.0,159.7911219
East Asia & Pacific (all income levels),2012,13.65109944,7.049828182,1.817569071,76.48150606,72.64498003,74.54670868,0.690694595,2218906725,1865569607.0,83.14577409
Oman,2012,21.655,2.804,2.899,78.501,74.249,76.32314634,7.622887765,3024774,4809248.0,158.9952836
Tanzania,2012,40.17,9.18,5.359,61.307,58.901,60.07465854,3.025103557,46354607,25666455.0,55.36980391
Cabo Verde,2012,20.632,5.144,2.375,78.204,70.4,74.20682927,0.604199324,490556,396429.0,80.81218046
Gabon,2012,32.487,9.446,4.178,63.75,61.687,62.69334146,2.400682103,1594034,2370227.0,148.6936289
European Union,2012,10.40238498,9.609847398,1.568582965,83.30947286,77.54224906,80.3488522,0.277257149,506031022,612461382.0,120.7642756
Jamaica,2012,14.69,6.27,2.309,75.706,70.572,73.07639024,0.33443048,2699838,2945395.0,106.9237357
0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
United Arab Emirates,2012,15.578,1.062,1.841,77.81,75.801,76.781,5.570268288,8925096,11727401.0,131.3980376
Guam,2012,17.622,4.779,2.448,81.171,75.684,78.36058537,0.885431232,160858,21777.77778,13.76650049
India,2012,20.999,7.949,2.532,67.744,64.258,65.9584878,1.280039961,1221156319,893862478.0,73.19803895
Madagascar,2012,35.175,7.202,4.59,65.315,62.355,63.79890244,2.803848333,21678934,8680772.0,40.04243013
Lesotho,2012,27.778,15.582,3.148,48.461,47.99,48.2197561,1.019957897,2029516,1232354.0,60.72157105
OECD members,2012,12.19996199,8.029272122,1.753699992,82.54590297,77.07507567,79.74158795,0.66909839,1248579820,1307803292.0,104.6171116
Pacific island small states,2012,25.62550728,6.124197674,3.348857825,71.89348528,67.17256076,69.47661826,1.264107387,2225298,1271656.0,64.05120647
Turkey,2012,17.439,5.729,2.08,78.09,71.16,74.5404878,1.268772127,73058638,65321745.0,89.41002295
0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
"Venezuela, RB",2012,20.386,5.215,2.444,77.377,71.43,74.33097561,1.562421503,29500625,28781999.0,97.56403127
Bangladesh,2012,20.614,5.817,2.24,70.656,69.164,69.89180488,1.142792111,152862431,84368700.0,55.19256723
Solomon Islands,2012,32.086,6.009,4.168,68.69,65.961,67.29221951,2.17023222,537997,274872.0,51.09173471
Lebanon,2012,12.998,4.407,1.502,81.767,77.456,79.55892683,0.955957853,4382790,3456650.0,77.19001676
Mongolia,2012,22.989,6.798,2.447,71.211,63.233,67.12470732,1.517183009,2754209,2942313.0,106.8296923
France,2012,12.6,8.4,2.01,85.7,78.7,82.11463415,0.491608013,65343588,59816000.0,94.0767743
Syrian Arab Republic,2012,24.662,3.737,3.04,77.602,72.074,74.77058537,1.972868576,21961676,12917000.0,59.24043734
Rwanda,2012,36.37,7.532,4.728,64.522,61.399,62.92241463,2.798802787,11144315,4446194.0,39.89652123
Somalia,2012,44.652,12.774,6.769,55.998,52.796,54.35795122,2.780868341,9907903,1800000.0,18.16731553
Peru,2012,20.26,5.32,2.479,76.981,71.572,74.21053659,1.19590641,29614887,32461415.0,109.6118145
Vanuatu,2012,27.175,4.834,3.456,73.163,69.19,71.12804878,2.292199748,241778,155821.0,64.44796466
Cote d'Ivoire,2012,36.637,14.638,4.907,50.864,49.27,50.04756098,2.154908805,19389954,17344242.0,89.44962943
